,NU_INSCRICAO,NU_ANO,CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,CO_MUNICIPIO_NASCIMENTO,NO_MUNICIPIO_NASCIMENTO,CO_UF_NASCIMENTO,SG_UF_NASCIMENTO,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_ESCOLA,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,IN_BAIXA_VISAO,IN_CEGUEIRA,IN_SURDEZ,IN_DEFICIENCIA_AUDITIVA,IN_SURDO_CEGUEIRA,IN_DEFICIENCIA_FISICA,IN_DEFICIENCIA_MENTAL,IN_DEFICIT_ATENCAO,IN_DISLEXIA,IN_DISCALCULIA,IN_AUTISMO,IN_VISAO_MONOCULAR,IN_OUTRA_DEF,IN_SABATISTA,IN_GESTANTE,IN_LACTANTE,IN_IDOSO,IN_ESTUDA_CLASSE_HOSPITALAR,IN_SEM_RECURSO,IN_BRAILLE,IN_AMPLIADA_24,IN_AMPLIADA_18,IN_LEDOR,IN_ACESSO,IN_TRANSCRICAO,IN_LIBRAS,IN_LEITURA_LABIAL,IN_MESA_CADEIRA_RODAS,IN_MESA_CADEIRA_SEPARADA,IN_APOIO_PERNA,IN_GUIA_INTERPRETE,IN_MACA,IN_COMPUTADOR,IN_CADEIRA_ESPECIAL,IN_CADEIRA_CANHOTO,IN_CADEIRA_ACOLCHOADA,IN_PROVA_DEITADO,IN_MOBILIARIO_OBESO,IN_LAMINA_OVERLAY,IN_PROTETOR_AURICULAR,IN_MEDIDOR_GLICOSE,IN_MAQUINA_BRAILE,IN_SOROBAN,IN_MARCA_PASSO,IN_SONDA,IN_MEDICAMENTOS,IN_SALA_INDIVIDUAL,IN_SALA_ESPECIAL,IN_SALA_ACOMPANHANTE,IN_MOBILIARIO_ESPECIFICO,IN_MATERIAL_ESPECIFICO,IN_NOME_SOCIAL,IN_CERTIFICADO,NO_ENTIDADE_CERTIFICACAO,CO_UF_ENTIDADE_CERTIFICACAO,SG_UF_ENTIDADE_CERTIFICACAO,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025,Q026,Q027,Q028,Q029,Q030,Q031,Q032,Q033,Q034,Q035,Q036,Q037,Q038,Q039,Q040,Q041,Q042,Q043,Q044,Q045,Q046,Q047,Q048,Q049,Q050
877,81c354b3bcb88db2e6cb43f6d23c2e83bcbeb638,2016,3550308,São Paulo,35,SP,18,F,0,1,1,3550308,São Paulo,35,SP,1,1,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3550308,São Paulo,35,SP,1,1,1,1,325cfdb12c6ed904e8437396f0897e0b558e2fc4,95d8ca5eb2f48e3c56e26863ad6d18c6060bca68,b1cdb364c5ea54ff764c05085a9667c4e645303a,078fc8203aa100a6bcb460a4bc12b2594dbd3647,476.8,601.2,541.5,502.8,BCCCCADEDAABBACBEDBAEEDECDCBDDBDCBBCACBBBEECA,EEEDAADDAABDDEEBBECDCEEAABECACEDDCACDDACAABBD,BB*CD99999CEDEADBBAABDDCDEBDDEDABDADAAACEECBDDEEBE,DEACCCBCBBEBCECECDBDCBBDEBCAADBDBDAEBBCCAEBBD,0,BCADBCEDCCBADBDCADBEBDBEADCCAEACDBEDBCACAEBEE,BCBCCADCCBEDDBEEADBDCECCBBECAEEDDADCDDACAADBA,DECEACCEBBDADEBABEAAEDCBCABDCEBADCEBAAECBBCBDABEBB,CBAACCEABDDCDBDDCEAECADBECEBACBDABDBEBCDADCEE,1,120,140,140,140,120,660,D,D,B,B,4,C,A,B,C,B,A,B,A,A,A,B,A,A,B,A,A,C,B,B,B,A,,,,,,,,5,5,4,5,4,4,5,,A,A,A,A,A,A,A,A,A
878,ba1715dc3882425c2a2520044c85722902503104,2016,5217401,Pires do Rio,52,GO,50,F,2,1,1,5208905,Goiás,52,GO,4,0,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA GOIANO,52,GO,5217401,Pires do Rio,52,GO,0,0,0,0,4a934273b8b55e10bc9ef5b13eae098792114786,4a934273b8b55e10bc9ef5b13eae098792114786,4a934273b8b55e10bc9ef5b13eae098792114786,4a934273b8b55e10bc9ef5b13eae098792114786,,,,,,,,,1,,,,,,,,,,,,A,A,A,A,2,C,A,C,C,B,A,B,A,A,A,B,A,A,B,B,A,B,B,B,A,C,A,E,0,5,5,5,5,5,5,4,5,5,4,5,5,A,B,B,C,D,A,C,C,C
879,69939ae0baa4b3cc110df09aa02de915bac10717,2016,2307601,Limoeiro do Norte,23,CE,19,F,0,2,1,2307635,Madalena,23,CE,1,2,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2307601,Limoeiro do Norte,23,CE,1,1,1,1,eb768e63c4de44bce99c194a3b43c8a125cff227,a5deb20e1afb97c234cf49e9d25b18ad8b1e96f0,8e96f88c98d6d1935e42b26f9b3095534a586845,867528592eca782394fd2383a63e97ce76e4ff57,569.2,639.5,534,563.1,ECEECBEACABABDCDEBADCCABEBCEBDCBBCDEABCCBADDE,BCECBAADDCBBEDABDCECDACEEDDADBDDCADBAADBCEBAD,99999DCBDCCAADDCBABCABEEDDECACEBAECABBBCDDEABCDDBC,CDABBCEEACCDCCDABDCBECCBCADCCABDACDEDACDEBCCC,1,EBEECADBCABECDDBEADCCABDEABEBCADBADDCCCEDBBCA,DCECBAAADCBBECAEDCEDDACCBDDACEDDBADBCADBCBCEE,EECDABBECCDAAECBBCBDABBAAEEBBDCBADEBABEADCECEBCABD,CCEEBCCEBAABDDECADCEECDBCBDBECBADDACEAABDBDAD,1,100,120,120,100,120,560,A,C,B,B,5,B,A,B,C,A,B,B,A,A,A,A,A,A,B,A,A,D,A,B,B,C,F,C,3,0,5,5,5,5,5,3,5,0,3,4,2,A,A,A,A,A,A,A,A,A
880,1838068ae018bf4695873807d5f9144164c72f38,2016,3304524,Rio das Ostras,33,RJ,20,M,0,1,1,3304904,São Gonçalo,33,RJ,1,3,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3304524,Rio das Ostras,33,RJ,1,1,1,1,325cfdb12c6ed904e8437396f0897e0b558e2fc4,95d8ca5eb2f48e3c56e26863ad6d18c6060bca68,8e96f88c98d6d1935e42b26f9b3095534a586845,867528592eca782394fd2383a63e97ce76e4ff57,568.6,573.6,530.2,444.1,BADABCDCDEBADCBCADBADEDEEDACBDACADEAACBDCAEEA,ACDBEADCBEEDEDDCACACCEACBBDAACEADBEBDCBEAADAA,CDABA99999AACACBBCCEEEDAABEEBDDCAEBBCEDCDBCCEBDEDA,CBBBBDABEACBCDDDAEADEDCCBAADEAACBCCDBEDDCBACA,0,BCADBCEDCCBADBDCADBEBDBEADCCAEACDBEDBCACAEBEE,BCBCCADCCBEDDBEEADBDCECCBBECAEEDDADCDDACAADBA,EECDABBECCDAAECBBCBDABBAAEEBBDCBADEBABEADCECEBCABD,CCEEBCCEBAABDDECADCEECDBCBDBECBADDACEAABDBDAD,1,140,140,140,120,100,640,D,E,B,B,4,B,A,B,A,A,A,B,B,A,A,A,A,A,B,A,A,C,B,B,B,B,F,C,4,3,5,5,5,5,5,3,5,4,4,4,,A,A,A,A,A,A,A,A,A
881,839e4179293ff53910ce8aa91e79a7506e1f8b3d,2016,1501402,Belém,15,PA,51,F,1,3,2,,,,,1,6,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1501402,Belém,15,PA,0,0,0,0,4a934273b8b55e10bc9ef5b13eae098792114786,4a934273b8b55e10bc9ef5b13eae098792114786,4a934273b8b55e10bc9ef5b13eae098792114786,4a934273b8b55e10bc9ef5b13eae098792114786,,,,,,,,,1,,,,,,,,,,,,B,B,B,B,2,B,A,B,B,A,A,B,A,B,A,A,A,A,B,A,A,C,A,A,B,A,,,,,,,,5,5,5,5,1,1,5,,A,B,C,D,A,A,B,C,A
882,ae7300f26af686ee84c2bbe24caacbcc7124c79d,2016,3550308,São Paulo,35,SP,17,M,0,3,1,3550308,São Paulo,35,SP,2,0,2,1,0,35038301,3550308,São Paulo,35,SP,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3550308,São Paulo,35,SP,1,1,1,1,b4a02cd8ac876de9246c6991108f06b08276efcb,d336238849755f8c4d1cd790530784e08eecb16a,606e4f1d7efce5aeaabc3cf54ce3c2bc7f1bab75,3c195e1f8dee7de55d8c894c7d0ae1bfb8da7227,571.5,572.7,526,579.8,EBDACAAEBDCBBBDBBAEECBCBBBBEADBBBECBADDACECAD,CEAEABEBDCBCABECBAADAEEAADACDAACECECDDBAADBCB,ECEAA99999DBEDADEACEADCBCCEBDEEDAABBDBADADBBCBDACB,CAABDEBBDCCBBEAABABEBCADADDBBEAEBEDABEBBBACBD,0,DBDCCACADBADBCABDEBEECECDDBCADCCBEBBEDBEAEACA,EEBCBCEDDBDDACCCBCADADBAADEDDADCECAECBBBADCEC,EDECACCBBEDEBBBDABCBBCCEBADCEBAAEAAEDCBCABDBABEADE,CEECDBDADEBCCEBABECEACBDABDBDDABDDECADCCEACBA,1,120,120,120,120,100,580,E,E,B,B,4,D,A,B,B,B,A,B,B,B,B,B,A,B,C,B,A,D,B,B,B,A,,,,,,,,5,2,4,5,4,3,5,,A,A,A,C,B,A,A,B,A
883,8658aa46f1fb241bcea9632abefa141b002c78d7,2016,5208707,Goiânia,52,GO,20,F,0,3,1,5208707,Goiânia,52,GO,1,2,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,5208707,Goiânia,52,GO,0,0,0,0,4a934273b8b55e10bc9ef5b13eae098792114786,4a934273b8b55e10bc9ef5b13eae098792114786,4a934273b8b55e10bc9ef5b13eae098792114786,4a934273b8b55e10bc9ef5b13eae098792114786,,,,,,,,,1,,,,,,,,,,,,C,D,C,B,5,G,A,C,D,A,A,B,B,A,A,B,A,A,B,A,A,E,A,B,B,A,,,,,,,,5,4,4,5,5,3,5,,A,A,A,A,A,A,A,A,B
884,3f36591e78e2f244a126cb08c37b5b48762755aa,2016,3548500,Santos,35,SP,50,M,1,3,1,1501501,Benevides,15,PA,1,10,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3548500,Santos,35,SP,0,0,0,0,4a934273b8b55e10bc9ef5b13eae098792114786,4a934273b8b55e10bc9ef5b13eae098792114786,4a934273b8b55e10bc9ef5b13eae098792114786,4a934273b8b55e10bc9ef5b13eae098792114786,,,,,,,,,1,,,,,,,,,,,,E,E,C,B,4,C,A,B,C,A,B,B,A,B,A,B,A,A,C,B,B,E,B,D,B,C,F,E,2,5,5,5,4,5,5,3,5,5,2,5,5,A,A,A,A,A,A,A,C,A
885,24ac9b5a0b1165cc15d4d5d19df74cc0dcc6fb6c,2016,1302603,Manaus,13,AM,19,M,0,3,2,,,,,1,1,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1302603,Manaus,13,AM,1,1,1,1,325cfdb12c6ed904e8437396f0897e0b558e2fc4,95d8ca5eb2f48e3c56e26863ad6d18c6060bca68,606e4f1d7efce5aeaabc3cf54ce3c2bc7f1bab75,3c195e1f8dee7de55d8c894c7d0ae1bfb8da7227,448.6,447.1,395.6,398.7,BBABBACDEDACBBAEBCBBDAEEEDADBCCBBCDCABBEBACAB,BCAEAAADCAEBEBACCECBEEEABECBAECAAACDEECCACEEA,99999AAAEDADAACEDAACDDBBCBEADCCBBAACEEACEDDAEEAAAB,CAEEEEAAEAABBAECADBACDABACBCCECABCBCACBBBCEDD,1,BCADBCEDCCBADBDCADBEBDBEADCCAEACDBEDBCACAEBEE,BCBCCADCCBEDDBEEADBDCECCBBECAEEDDADCDDACAADBA,EDECACCBBEDEBBBDABCBBCCEBADCEBAAEAAEDCBCABDBABEADE,CEECDBDADEBCCEBABECEACBDABDBDDABDDECADCCEACBA,1,120,120,120,120,20,500,B,E,F,B,2,A,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,A,B,A,A,,,,,,,,5,5,5,5,5,5,5,,A,B,A,A,A,A,A,B,A
886,28dc42c36968d0c19ae21bb320cceadf53f7153a,2016,2611606,Recife,26,PE,18,F,0,2,1,2611606,Recife,26,PE,3,0,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DE PERNAMBUCO,26,PE,2611606,Recife,26,PE,1,1,1,1,325cfdb12c6ed904e8437396f0897e0b558e2fc4,95d8ca5eb2f48e3c56e26863ad6d18c6060bca68,b1cdb364c5ea54ff764c05085a9667c4e645303a,078fc8203aa100a6bcb460a4bc12b2594dbd3647,428.7,575.1,496.7,396.7,ECDAEBAAADECABBAADEDAABEAABDECDBCBCAACBEBEECB,BCEECABCEEDDDAEABADDCEBAABEBABECDAEBBDBDADCAB,99999DDBCADACEDDBAEABABCDEDDEDCCCADEEAACDCACADBEEC,BACEDCACCDBDAECAEBDCEECADDBBBCAECDCBACADEDEBD,1,BCADBCEDCCBADBDCADBEBDBEADCCAEACDBEDBCACAEBEE,BCBCCADCCBEDDBEEADBDCECCBBECAEEDDADCDDACAADBA,DECEACCEBBDADEBABEAAEDCBCABDCEBADCEBAAECBBCBDABEBB,CBAACCEABDDCDBDDCEAECADBECEBACBDABDBEBCDADCEE,1,140,120,120,120,100,600,E,H,D,C,9,H,A,B,C,A,A,B,A,B,A,A,A,A,B,B,A,E,A,B,B,A,,,,,,,,5,4,5,5,5,5,5,,C,A,B,D,C,D,A,B,C
887,eb807dc34ee041387d6145215502378c3b2aecf4,2016,3101607,Alfenas,31,MG,27,M,0,1,1,3101607,Alfenas,31,MG,1,8,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3101607,Alfenas,31,MG,0,0,0,0,4a934273b8b55e10bc9ef5b13eae098792114786,4a934273b8b55e10bc9ef5b13eae098792114786,4a934273b8b55e10bc9ef5b13eae098792114786,4a934273b8b55e10bc9ef5b13eae098792114786,,,,,,,,,1,,,,,,,,,,,,D,D,A,C,2,C,A,B,D,B,A,B,A,B,A,B,A,A,B,B,B,C,B,A,B,C,M,A,2,0,5,5,5,5,5,5,5,5,2,5,5,A,A,A,A,A,A,A,B,A
888,68d8cb0dc7d217d295f8e8acff21637db20e7565,2016,2408102,Natal,24,RN,25,M,0,1,1,2408102,Natal,24,RN,1,8,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2408102,Natal,24,RN,1,1,1,1,325cfdb12c6ed904e8437396f0897e0b558e2fc4,95d8ca5eb2f48e3c56e26863ad6d18c6060bca68,b1cdb364c5ea54ff764c05085a9667c4e645303a,078fc8203aa100a6bcb460a4bc12b2594dbd3647,627.7,640,513.6,842,BCCDECCACCEADCABADBECDBADDDCACDCCBCDDECBAADEE,EDBECBDCCEBDDAEEBDBDDEDCBBCAACEBDAEECDABAADBA,DECEA99999ABABBBBABBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,CBAACCEABDDCDBDECBBEEBDBCCDBACEDEBDBEBADADCEE,0,BCADBCEDCCBADBDCADBEBDBEADCCAEACDBEDBCACAEBEE,BCBCCADCCBEDDBEEADBDCECCBBECAEEDDADCDDACAADBA,DECEACCEBBDADEBABEAAEDCBCABDCEBADCEBAAECBBCBDABEBB,CBAACCEABDDCDBDDCEAECADBECEBACBDABDBEBCDADCEE,1,160,140,160,120,140,720,H,E,F,B,2,C,A,B,C,A,A,A,A,A,A,A,A,A,B,A,A,C,B,A,B,B,I,D,5,0,1,1,0,1,2,2,5,1,0,0,,C,A,A,A,A,E,A,A,A
889,2372f5bd2a800b66fee75765d3d8174b1c500a62,2016,2609600,Olinda,26,PE,43,M,1,3,1,2611606,Recife,26,PE,1,10,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2609600,Olinda,26,PE,1,1,1,1,eb768e63c4de44bce99c194a3b43c8a125cff227,a5deb20e1afb97c234cf49e9d25b18ad8b1e96f0,9bbf3e09785a722b5662c744af0388cb864e0051,031934854425cbe102be6da94980b1e4d9b6e3e2,617.2,654.1,612.4,745.6,BBEECDBBBDBEDADAEEDCCAABADDEDDAABBAAADCEAAACC,DCEADAABDCDAEAAECCECDACEEDDADEACBADABBDBCEDEE,AEDEA99999ABEBDDAADADECDADEEBEDACBAAACBEACCDBAEDAA,DADCCECBDDCEECDAADBCAEAEBACACBBCEDBDDECCBEBBD,0,EBEECADBCABECDDBEADCCABDEABEBCADBADDCCCEDBBCA,DCECBAAADCBBECAEDCEDDACCBDDACEDDBADBCADBCBCEE,CEDEACCBEBDBABECABDADEADCEDCBEBBCEBAAEBAAECBBCBDAB,DADCCECBDECADCBACDBCEEABDDAABDBCEADDBECEBAEBC,1,120,120,120,160,40,560,E,F,E,D,3,D,A,C,D,A,A,B,A,B,A,B,A,A,B,B,A,D,B,B,B,B,M,D,2,5,2,3,3,1,4,1,0,0,3,5,,C,A,A,A,A,D,A,A,B
890,c8e4277d61bf359a9c3ec8451207759f62bdc698,2016,3143302,Montes Claros,31,MG,18,M,0,2,1,3143302,Montes Claros,31,MG,1,1,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3143302,Montes Claros,31,MG,1,1,1,1,325cfdb12c6ed904e8437396f0897e0b558e2fc4,95d8ca5eb2f48e3c56e26863ad6d18c6060bca68,8e96f88c98d6d1935e42b26f9b3095534a586845,867528592eca782394fd2383a63e97ce76e4ff57,519.1,543.7,581.5,555.6,ACAABEBBADEDACDEABCDCCDECABCBBAACCDECBCABABEE,EEDCBADEBADDDEDABDCDCEAEEBADABCCDAEECACBACDAD,EECAA99999AABDCDEDCCEEBCBEEBBAADAEDEABBAAAAEBBCADD,CCCBEADDDECEBAEAEDABEBDBCEDBACADACCADBBABABDB,0,BCADBCEDCCBADBDCADBEBDBEADCCAEACDBEDBCACAEBEE,BCBCCADCCBEDDBEEADBDCECCBBECAEEDDADCDDACAADBA,EECDABBECCDAAECBBCBDABBAAEEBBDCBADEBABEADCECEBCABD,CCEEBCCEBAABDDECADCEECDBCBDBECBADDACEAABDBDAD,1,160,120,140,120,120,660,C,E,C,F,4,C,A,B,C,B,A,B,B,B,B,B,A,A,C,B,A,E,A,B,B,B,B,D,1,0,5,5,0,5,5,3,1,1,5,3,,D,A,A,A,A,A,A,A,A
891,bf426703322daaeab3f811fbcbffdbe278b5f22a,2016,4316808,Santa Cruz do Sul,43,RS,19,M,0,1,1,4314902,Porto Alegre,43,RS,4,0,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SECRETARIA ESTADUAL - RS,43,RS,4316808,Santa Cruz do Sul,43,RS,0,0,0,0,4a934273b8b55e10bc9ef5b13eae098792114786,4a934273b8b55e10bc9ef5b13eae098792114786,4a934273b8b55e10bc9ef5b13eae098792114786,4a934273b8b55e10bc9ef5b13eae098792114786,,,,,,,,,1,,,,,,,,,,,,B,B,C,B,3,B,A,B,C,A,A,B,A,B,A,B,A,A,B,A,A,D,A,B,A,B,D,E,4,3,5,5,5,4,4,4,5,5,5,5,,A,B,B,C,D,A,B,B,C
892,8b1499f2146f03d395aa354f1569ac1399535264,2016,1720804,Sítio Novo do Tocantins,17,TO,25,F,1,2,1,1720804,Sítio Novo do Tocantins,17,TO,1,9,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1720804,Sítio Novo do Tocantins,17,TO,0,0,0,0,4a934273b8b55e10bc9ef5b13eae098792114786,4a934273b8b55e10bc9ef5b13eae098792114786,4a934273b8b55e10bc9ef5b13eae098792114786,4a934273b8b55e10bc9ef5b13eae098792114786,,,,,,,,,1,,,,,,,,,,,,D,F,B,D,4,D,A,B,C,A,A,B,B,A,A,B,A,A,B,B,A,C,A,A,A,C,K,A,5,3,5,5,5,5,5,4,5,5,5,5,5,A,A,A,A,A,A,A,A,A
893,408f949f5a88aa0084ab5acba2633ef87f650dc6,2016,2908507,Conceição do Jacuípe,29,BA,21,F,0,2,1,2928604,Santo Amaro,29,BA,1,3,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2908507,Conceição do Jacuípe,29,BA,0,0,0,0,4a934273b8b55e10bc9ef5b13eae098792114786,4a934273b8b55e10bc9ef5b13eae098792114786,4a934273b8b55e10bc9ef5b13eae098792114786,4a934273b8b55e10bc9ef5b13eae098792114786,,,,,,,,,1,,,,,,,,,,,,A,D,A,A,4,B,A,B,C,A,A,B,A,A,A,A,A,A,B,B,A,D,A,A,A,B,G,D,5,3,5,5,5,5,5,4,5,5,4,5,,A,A,A,A,A,A,A,A,A
894,edce30dab3a087791b3c14b4c53ba49a34d8ff97,2016,2507507,João Pessoa,25,PB,23,M,,3,1,2507507,João Pessoa,25,PB,4,0,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DA PARAÍBA,25,PB,2507507,João Pessoa,25,PB,0,0,0,0,4a934273b8b55e10bc9ef5b13eae098792114786,4a934273b8b55e10bc9ef5b13eae098792114786,4a934273b8b55e10bc9ef5b13eae098792114786,4a934273b8b55e10bc9ef5b13eae098792114786,,,,,,,,,1,,,,,,,,,,,,E,D,C,B,4,A,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A,B,F,E,2,2,2,2,3,5,5,5,5,5,5,5,,A,C,B,D,D,A,A,B,D
895,87133f789ab7e9ef06a56ad79fdea6390c419f0e,2016,3304557,Rio de Janeiro,33,RJ,16,F,0,1,1,3304557,Rio de Janeiro,33,RJ,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3304557,Rio de Janeiro,33,RJ,1,1,1,1,325cfdb12c6ed904e8437396f0897e0b558e2fc4,95d8ca5eb2f48e3c56e26863ad6d18c6060bca68,9bbf3e09785a722b5662c744af0388cb864e0051,031934854425cbe102be6da94980b1e4d9b6e3e2,493.8,656.8,397.9,615.8,ACAAEBDDCDCBAEDDBDADEBCAEBDDAABBDBDDEDBECDEDE,ADEBCBDAABEDCDEEADBDCEDCBBECAEEADAECEDABADEAA,DEAEA99999AEBDDDDDCBEBDDDBBBBAABEEECCCCADDBEEEAAAC,ABDCBABBDDCBDADCDDBCEAABDCAEAADCEDDCDDAAADCCC,0,BCADBCEDCCBADBDCADBEBDBEADCCAEACDBEDBCACAEBEE,BCBCCADCCBEDDBEEADBDCECCBBECAEEDDADCDDACAADBA,CEDEACCBEBDBABECABDADEADCEDCBEBBCEBAAEBAAECBBCBDAB,DADCCECBDECADCBACDBCEEABDDAABDBCEADDBECEBAEBC,1,120,120,120,140,80,580,H,F,F,D,5,C,A,C,E,B,A,B,B,B,A,B,A,A,D,A,B,D,A,B,B,A,,,,,,,,5,5,1,5,1,5,1,,D,A,A,A,C,A,A,A,A
